SOUTHEAST ASIAN CLIMATE ASSESSMENT & DATASET (SACA&D), file created on 10-05-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2011. Daily dataset for climate extremes
analyses in Southeast Asia.
In preparation
Data and metadata available at http://saca-bmkg.knmi.nl

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station INDONESIA, 	STASIUN METEOROLOGI MARITIM TANJUNG PRIOK	 (STAID: 101).
Blended and updated with sources: 100001 100101 101985 101987 996741 996745 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100101,18880611,    0,    0
100101,18880612,    0,    0
100101,18880613,    0,    0
100101,18880614,    0,    0
100101,18880615,  156,    0
100101,18880616,    1,    0
100101,18880617,    0,    0
100101,18880618,    0,    0
100101,18880619,    0,    0
100101,18880620,   51,    0
100101,18880621,    0,    0
100101,18880622,    0,    0
100101,18880623,    5,    0
100101,18880624,    0,    0
100101,18880625,    0,    0
100101,18880626,    0,    0
100101,18880627,    0,    0
100101,18880628,    0,    0
100101,18880629,   33,    0
100101,18880630,  174,    0
100101,18880701,    0,    0
100101,18880702,    0,    0
100101,18880703,    0,    0
100101,18880704,    0,    0
100101,18880705,    0,    0
100101,18880706,    0,    0
100101,18880707,    0,    0
100101,18880708,    0,    0
100101,18880709,    0,    0
100101,18880710,    0,    0
100101,18880711,    0,    0
100101,18880712,    0,    0
100101,18880713,    0,    0
100101,18880714,    0,    0
100101,18880715,    0,    0
100101,18880716,    0,    0
100101,18880717,    0,    0
100101,18880718,    0,    0
100101,18880719,    0,    0
100101,18880720,    0,    0
100101,18880721,    0,    0
100101,18880722,    0,    0
100101,18880723,    0,    0
100101,18880724,    0,    0
100101,18880725,    0,    0
100101,18880726,    0,    0
100101,18880727,    0,    0
100101,18880728,    0,    0
100101,18880729,    0,    0
100101,18880730,    0,    0
100101,18880731,    0,    0
100101,18880801,    0,    0
100101,18880802,    0,    0
100101,18880803,    0,    0
100101,18880804,    0,    0
100101,18880805,    0,    0
100101,18880806,    0,    0
100101,18880807,    0,    0
100101,18880808,    0,    0
100101,18880809,   35,    0
100101,18880810,    2,    0
100101,18880811,    3,    0
100101,18880812,    0,    0
100101,18880813,    0,    0
100101,18880814,    7,    0
100101,18880815,    0,    0
100101,18880816,    0,    0
100101,18880817,    0,    0
100101,18880818,    0,    0
100101,18880819,    0,    0
100101,18880820,    0,    0
100101,18880821,    0,    0
100101,18880822,    0,    0
100101,18880823,    0,    0
100101,18880824,    0,    0
100101,18880825,    0,    0
100101,18880826,    0,    0
100101,18880827,    0,    0
100101,18880828,    0,    0
100101,18880829,    0,    0
100101,18880830,    0,    0
100101,18880831,    0,    0
100101,18880901,    0,    0
100101,18880902,    4,    0
100101,18880903,   46,    0
100101,18880904,    0,    0
100101,18880905,    0,    0
100101,18880906,    0,    0
100101,18880907,   82,    0
100101,18880908,    0,    0
100101,18880909,    0,    0
100101,18880910,    0,    0
100101,18880911,    0,    0
100101,18880912,    0,    0
100101,18880913,    4,    0
100101,18880914,   20,    0
100101,18880915,    0,    0
100101,18880916,    0,    0
100101,18880917,    0,    0
100101,18880918,    0,    0
100101,18880919,    0,    0
100101,18880920,    0,    0
100101,18880921,    0,    0
100101,18880922,    0,    0
100101,18880923,    0,    0
100101,18880924,  115,    0
100101,18880925,    0,    0
100101,18880926,    0,    0
100101,18880927,    0,    0
100101,18880928,    0,    0
100101,18880929,    0,    0
100101,18880930,    0,    0
100101,18881001,    0,    0
100101,18881002,    0,    0
100101,18881003,    0,    0
100101,18881004,    0,    0
100101,18881005,    0,    0
100101,18881006,    0,    0
100101,18881007,  410,    0
100101,18881008,    0,    0
100101,18881009,    0,    0
100101,18881010,    0,    0
100101,18881011,   11,    0
100101,18881012,    0,    0
100101,18881013,    0,    0
100101,18881014,  179,    0
100101,18881015,    0,    0
100101,18881016,    0,    0
100101,18881017,    0,    0
100101,18881018,   10,    0
100101,18881019,  856,    0
100101,18881020,    0,    0
100101,18881021,    0,    0
100101,18881022,    0,    0
100101,18881023,    0,    0
100101,18881024,    0,    0
100101,18881025,    0,    0
100101,18881026,    0,    0
100101,18881027,    0,    0
100101,18881028,    0,    0
100101,18881029,   16,    0
100101,18881030,    5,    0
100101,18881031,    0,    0
100101,18881101,    0,    0
100101,18881102,    0,    0
100101,18881103,    0,    0
100101,18881104,    0,    0
100101,18881105,    0,    0
100101,18881106,    0,    0
100101,18881107,    0,    0
100101,18881108,    0,    0
100101,18881109,   72,    0
100101,18881110,    0,    0
100101,18881111,  301,    0
100101,18881112,    0,    0
100101,18881113,    0,    0
100101,18881114,   43,    0
100101,18881115,    0,    0
100101,18881116,    0,    0
100101,18881117,    0,    0
100101,18881118,    0,    0
100101,18881119,    0,    0
100101,18881120,    0,    0
100101,18881121,    0,    0
100101,18881122,    0,    0
100101,18881123,    0,    0
100101,18881124,    0,    0
100101,18881125,  110,    0
100101,18881126,    0,    0
100101,18881127,    0,    0
100101,18881128,    0,    0
100101,18881129,  128,    0
100101,18881130,    0,    0
100101,18881201,   76,    0
100101,18881202,    0,    0
100101,18881203,   25,    0
100101,18881204,    0,    0
100101,18881205,    0,    0
100101,18881206,    0,    0
100101,18881207,   75,    0
100101,18881208,    0,    0
100101,18881209,   89,    0
100101,18881210,   14,    0
100101,18881211,    7,    0
100101,18881212,  223,    0
100101,18881213,   39,    0
100101,18881214,   49,    0
100101,18881215,  190,    0
100101,18881216,  150,    0
100101,18881217,    0,    0
100101,18881218,    0,    0
100101,18881219,    0,    0
100101,18881220,    0,    0
100101,18881221,    0,    0
100101,18881222,  319,    0
100101,18881223,   20,    0
100101,18881224,   41,    0
100101,18881225,    0,    0
100101,18881226,   65,    0
100101,18881227,    0,    0
100101,18881228,  266,    0
100101,18881229,    2,    0
100101,18881230,   52,    0
100101,18881231,   22,    0
100101,18890101,   19,    0
100101,18890102,  194,    0
100101,18890103,   47,    0
100101,18890104,   15,    0
100101,18890105,    1,    0
100101,18890106,  147,    0
100101,18890107,    0,    0
100101,18890108,   10,    0
100101,18890109,  112,    0
100101,18890110,    0,    0
100101,18890111,    0,    0
100101,18890112,    0,    0
100101,18890113,    0,    0
100101,18890114,   15,    0
100101,18890115,    0,    0
100101,18890116,    1,    0
100101,18890117,    2,    0
100101,18890118,    0,    0
100101,18890119,    0,    0
100101,18890120,    0,    0
100101,18890121,  263,    0
100101,18890122,   34,    0
100101,18890123,  253,    0
100101,18890124,  111,    0
100101,18890125,  400,    0
100101,18890126,    0,    0
100101,18890127,    0,    0
100101,18890128,    0,    0
100101,18890129,  115,    0
100101,18890130,  386,    0
100101,18890131,    0,    0
100101,18890201,   94,    0
100101,18890202,    1,    0
100101,18890203,   44,    0
100101,18890204,   41,    0
100101,18890205,  160,    0
100101,18890206,    0,    0
100101,18890207,    0,    0
100101,18890208,    0,    0
100101,18890209,    0,    0
100101,18890210,  170,    0
100101,18890211,    0,    0
100101,18890212,   86,    0
100101,18890213,   13,    0
100101,18890214,  242,    0
100101,18890215,    5,    0
100101,18890216,    1,    0
100101,18890217,    0,    0
100101,18890218,  557,    0
100101,18890219,    0,    0
100101,18890220,    0,    0
100101,18890221,    0,    0
100101,18890222,    3,    0
100101,18890223,   95,    0
100101,18890224,    0,    0
100101,18890225,    0,    0
100101,18890226,    2,    0
100101,18890227,    0,    0
100101,18890228,  338,    0
100101,18890301,   86,    0
100101,18890302,   90,    0
100101,18890303,   87,    0
100101,18890304,  179,    0
100101,18890305,    2,    0
100101,18890306,   20,    0
100101,18890307,    0,    0
100101,18890308,    0,    0
100101,18890309,    9,    0
100101,18890310,    0,    0
100101,18890311,   13,    0
100101,18890312,    0,    0
100101,18890313,  439,    0
100101,18890314,    0,    0
100101,18890315,    0,    0
100101,18890316,    0,    0
100101,18890317,   27,    0
100101,18890318,    3,    0
100101,18890319,    0,    0
100101,18890320,    0,    0
100101,18890321,    0,    0
100101,18890322,  116,    0
100101,18890323,    0,    0
100101,18890324,  156,    0
100101,18890325,  167,    0
100101,18890326,   52,    0
100101,18890327,    0,    0
100101,18890328,    0,    0
100101,18890329,    0,    0
100101,18890330,    0,    0
100101,18890331,    0,    0
100101,18890401,    0,    0
100101,18890402,   59,    0
100101,18890403,    0,    0
100101,18890404,  192,    0
100101,18890405,    7,    0
100101,18890406,    0,    0
100101,18890407,   86,    0
100101,18890408,    4,    0
100101,18890409,   59,    0
100101,18890410,    0,    0
100101,18890411,    0,    0
100101,18890412,    0,    0
100101,18890413,   15,    0
100101,18890414,    4,    0
100101,18890415,   19,    0
100101,18890416,    0,    0
100101,18890417,    0,    0
100101,18890418,    3,    0
100101,18890419,   88,    0
100101,18890420,    0,    0
100101,18890421,    0,    0
100101,18890422,    0,    0
100101,18890423,   50,    0
100101,18890424,   14,    0
100101,18890425,    0,    0
100101,18890426,   91,    0
100101,18890427,    1,    0
100101,18890428,    0,    0
100101,18890429,   71,    0
100101,18890430,    0,    0
100101,18890501,    0,    0
100101,18890502,    6,    0
100101,18890503,    0,    0
100101,18890504,    1,    0
100101,18890505,    0,    0
100101,18890506,   18,    0
100101,18890507,    3,    0
100101,18890508,    0,    0
100101,18890509,    0,    0
100101,18890510,    0,    0
100101,18890511,    0,    0
100101,18890512,    0,    0
100101,18890513,    0,    0
100101,18890514,    0,    0
100101,18890515,    0,    0
100101,18890516,   18,    0
100101,18890517,    0,    0
100101,18890518,    0,    0
100101,18890519,    0,    0
100101,18890520,    0,    0
100101,18890521,    0,    0
100101,18890522,    1,    0
100101,18890523,   33,    0
100101,18890524,  430,    0
100101,18890525,   94,    0
100101,18890526,    0,    0
100101,18890527,   53,    0
100101,18890528,   12,    0
100101,18890529,    0,    0
100101,18890530,    0,    0
100101,18890531,   44,    0
100101,18890601,    0,    0
100101,18890602,    0,    0
100101,18890603,    0,    0
100101,18890604,    0,    0
100101,18890605,    0,    0
100101,18890606,  154,    0
100101,18890607,    0,    0
100101,18890608,    0,    0
100101,18890609,    0,    0
100101,18890610,    0,    0
100101,18890611,   73,    0
100101,18890612,  138,    0
100101,18890613,    0,    0
100101,18890614,    0,    0
100101,18890615,    0,    0
100101,18890616,    0,    0
100101,18890617,   50,    0
100101,18890618,    0,    0
100101,18890619,    0,    0
100101,18890620,    0,    0
100101,18890621,   13,    0
100101,18890622,  124,    0
100101,18890623,    5,    0
100101,18890624,    5,    0
100101,18890625,    5,    0
100101,18890626,  145,    0
100101,18890627,    0,    0
100101,18890628,    0,    0
100101,18890629,    7,    0
100101,18890630,    3,    0
100101,18890701,    0,    0
100101,18890702,  169,    0
100101,18890703,    0,    0
100101,18890704,   43,    0
100101,18890705,    0,    0
100101,18890706,    0,    0
100101,18890707,  131,    0
100101,18890708,  258,    0
100101,18890709,   26,    0
100101,18890710,    0,    0
100101,18890711,    0,    0
100101,18890712,    1,    0
100101,18890713,    0,    0
100101,18890714,    0,    0
100101,18890715,    0,    0
100101,18890716,    0,    0
100101,18890717,    0,    0
100101,18890718,    0,    0
100101,18890719,   86,    0
100101,18890720,   39,    0
100101,18890721,    0,    0
100101,18890722,    0,    0
100101,18890723,    0,    0
100101,18890724,    0,    0
100101,18890725,    0,    0
100101,18890726,    0,    0
100101,18890727,    0,    0
100101,18890728,    0,    0
100101,18890729,    0,    0
100101,18890730,    0,    0
100101,18890731,    0,    0
100101,18890801,    0,    0
100101,18890802,    0,    0
100101,18890803,    0,    0
100101,18890804,    0,    0
100101,18890805,    0,    0
100101,18890806,    0,    0
100101,18890807,    0,    0
100101,18890808,    0,    0
100101,18890809,    0,    0
100101,18890810,    2,    0
100101,18890811,    0,    0
100101,18890812,  177,    0
100101,18890813,    0,    0
100101,18890814,    0,    0
100101,18890815,    0,    0
100101,18890816,    0,    0
100101,18890817,    0,    0
100101,18890818,    0,    0
100101,18890819,    0,    0
100101,18890820,    0,    0
100101,18890821,    0,    0
100101,18890822,    0,    0
100101,18890823,   63,    0
100101,18890824,    0,    0
100101,18890825,  182,    0
100101,18890826,    0,    0
100101,18890827,    0,    0
100101,18890828,    0,    0
100101,18890829,    0,    0
100101,18890830,    0,    0
100101,18890831,    0,    0
100101,18890901,    0,    0
100101,18890902,   44,    0
100101,18890903,    0,    0
100101,18890904,    0,    0
100101,18890905,    0,    0
100101,18890906,    0,    0
100101,18890907,    0,    0
100101,18890908,    0,    0
100101,18890909,    0,    0
100101,18890910,    0,    0
100101,18890911,    0,    0
100101,18890912,    0,    0
100101,18890913,    0,    0
100101,18890914,    0,    0
100101,18890915,    0,    0
100101,18890916,    3,    0
100101,18890917,   33,    0
100101,18890918,    0,    0
100101,18890919,   53,    0
100101,18890920,    3,    0
100101,18890921,    0,    0
100101,18890922,    0,    0
100101,18890923,    0,    0
100101,18890924,    0,    0
100101,18890925,    0,    0
100101,18890926,    0,    0
100101,18890927,    0,    0
100101,18890928,  131,    0
100101,18890929,    0,    0
100101,18890930,  206,    0
100101,18891001,    0,    0
100101,18891002,    0,    0
100101,18891003,  140,    0
100101,18891004,    0,    0
100101,18891005,  316,    0
100101,18891006,   44,    0
100101,18891007,    1,    0
100101,18891008,    0,    0
100101,18891009,   45,    0
100101,18891010,   60,    0
100101,18891011,    4,    0
100101,18891012,    0,    0
100101,18891013,    6,    0
100101,18891014,    0,    0
100101,18891015,    0,    0
100101,18891016,    0,    0
100101,18891017,    0,    0
100101,18891018,   19,    0
100101,18891019,    0,    0
100101,18891020,  146,    0
100101,18891021,   35,    0
100101,18891022,    0,    0
100101,18891023,    0,    0
100101,18891024,    0,    0
100101,18891025,   15,    0
100101,18891026,    0,    0
100101,18891027,  112,    0
100101,18891028,    2,    0
100101,18891029,    0,    0
100101,18891030,    0,    0
100101,18891031,    0,    0
100101,18891101,    0,    0
100101,18891102,    0,    0
100101,18891103,    0,    0
100101,18891104,   12,    0
100101,18891105,    0,    0
100101,18891106,   20,    0
100101,18891107,    0,    0
100101,18891108,    0,    0
100101,18891109,    0,    0
100101,18891110,   19,    0
100101,18891111,  416,    0
100101,18891112,    0,    0
100101,18891113,    0,    0
100101,18891114,    0,    0
100101,18891115,   11,    0
100101,18891116,    0,    0
100101,18891117,   23,    0
100101,18891118,    4,    0
100101,18891119,  110,    0
100101,18891120,    0,    0
100101,18891121,   10,    0
100101,18891122,   78,    0
100101,18891123,    5,    0
100101,18891124,   16,    0
100101,18891125,    0,    0
100101,18891126,    0,    0
100101,18891127,    0,    0
100101,18891128,    0,    0
100101,18891129,    0,    0
100101,18891130,    0,    0
100101,18891201,    0,    0
100101,18891202,   34,    0
100101,18891203,   25,    0
100101,18891204,    0,    0
100101,18891205,    0,    0
100101,18891206,   59,    0
100101,18891207,    3,    0
100101,18891208,    0,    0
100101,18891209,    0,    0
100101,18891210,  151,    0
100101,18891211,  191,    0
100101,18891212,  350,    0
100101,18891213,    0,    0
100101,18891214,   23,    0
100101,18891215,    0,    0
100101,18891216,    0,    0
100101,18891217,    4,    0
100101,18891218,  117,    0
100101,18891219,  279,    0
100101,18891220,    4,    0
100101,18891221,    0,    0
100101,18891222,   75,    0
100101,18891223,    0,    0
100101,18891224,    0,    0
100101,18891225,    9,    0
100101,18891226,    0,    0
100101,18891227,    0,    0
100101,18891228,    1,    0
100101,18891229,    2,    0
100101,18891230,    0,    0
100101,18891231,   36,    0
100101,18900101,    0,    0
100101,18900102,    0,    0
100101,18900103,    0,    0
100101,18900104,    0,    0
100101,18900105,    0,    0
100101,18900106,    0,    0
100101,18900107,    0,    0
100101,18900108,    0,    0
100101,18900109,   32,    0
100101,18900110,    8,    0
100101,18900111,    0,    0
100101,18900112,    0,    0
100101,18900113,    0,    0
100101,18900114,    0,    0
100101,18900115,    8,    0
100101,18900116,    0,    0
100101,18900117,    0,    0
100101,18900118,    8,    0
100101,18900119,    0,    0
100101,18900120,    0,    0
100101,18900121,    0,    0
100101,18900122,   13,    0
100101,18900123,   12,    0
100101,18900124,   95,    0
100101,18900125,    0,    0
100101,18900126,   82,    0
100101,18900127,  233,    0
100101,18900128,  147,    0
100101,18900129,   14,    0
100101,18900130,    1,    0
100101,18900131,   21,    0
100101,18900201,   18,    0
100101,18900202,  315,    0
100101,18900203,   70,    0
100101,18900204,  110,    0
100101,18900205,    0,    0
100101,18900206,  139,    0
100101,18900207,   89,    0
100101,18900208,   40,    0
100101,18900209,   45,    0
100101,18900210,    1,    0
100101,18900211,   88,    0
100101,18900212,    0,    0
100101,18900213,    0,    0
100101,18900214,    0,    0
100101,18900215,    0,    0
100101,18900216,    0,    0
100101,18900217,    0,    0
100101,18900218,    0,    0
100101,18900219,    0,    0
100101,18900220,    5,    0
100101,18900221,    0,    0
100101,18900222,    0,    0
100101,18900223,  418,    0
100101,18900224,  136,    0
100101,18900225,  110,    0
100101,18900226,   23,    0
100101,18900227,   11,    0
100101,18900228,    0,    0
100101,18900301,    0,    0
100101,18900302,    0,    0
100101,18900303,    0,    0
100101,18900304,   41,    0
100101,18900305,   40,    0
100101,18900306,   62,    0
100101,18900307,   43,    0
100101,18900308,    0,    0
100101,18900309,    0,    0
100101,18900310,    0,    0
100101,18900311,    0,    0
100101,18900312,    0,    0
100101,18900313,    3,    0
100101,18900314,    0,    0
100101,18900315,   76,    0
100101,18900316,  152,    0
100101,18900317,  117,    0
100101,18900318,    0,    0
100101,18900319,    0,    0
100101,18900320,    0,    0
100101,18900321,  149,    0
100101,18900322,   42,    0
100101,18900323,    0,    0
100101,18900324,  264,    0
100101,18900325,   15,    0
100101,18900326,   57,    0
100101,18900327,   90,    0
100101,18900328,   54,    0
100101,18900329,  309,    0
100101,18900330,  100,    0
100101,18900331,   22,    0
100101,18900401,    0,    0
100101,18900402,    0,    0
100101,18900403,    0,    0
100101,18900404,    0,    0
100101,18900405,  212,    0
100101,18900406,    0,    0
100101,18900407,    0,    0
100101,18900408,    8,    0
100101,18900409,  392,    0
100101,18900410,   19,    0
100101,18900411,    0,    0
100101,18900412,    0,    0
100101,18900413,    0,    0
100101,18900414,    0,    0
100101,18900415,    1,    0
100101,18900416,    0,    0
100101,18900417,    9,    0
100101,18900418,    0,    0
100101,18900419,    0,    0
100101,18900420,   14,    0
100101,18900421,  121,    0
100101,18900422,   48,    0
100101,18900423,    1,    0
100101,18900424,    0,    0
100101,18900425,    0,    0
100101,18900426,    2,    0
100101,18900427,    0,    0
100101,18900428,    0,    0
100101,18900429,    0,    0
100101,18900430,    0,    0
100101,18900501,    0,    0
100101,18900502,    0,    0
100101,18900503,    0,    0
100101,18900504,    0,    0
100101,18900505,    0,    0
100101,18900506,    0,    0
100101,18900507,   11,    0
100101,18900508,  142,    0
100101,18900509,    0,    0
100101,18900510,    3,    0
100101,18900511,   27,    0
100101,18900512,   17,    0
100101,18900513,    0,    0
100101,18900514,    0,    0
100101,18900515,    0,    0
100101,18900516,  342,    0
100101,18900517,  112,    0
100101,18900518,    8,    0
100101,18900519,    0,    0
100101,18900520,    0,    0
100101,18900521,    0,    0
100101,18900522,    0,    0
100101,18900523,    0,    0
100101,18900524,    0,    0
100101,18900525,    0,    0
100101,18900526,    0,    0
100101,18900527,    0,    0
100101,18900528,    0,    0
100101,18900529,    0,    0
100101,18900530,    0,    0
100101,18900531,    0,    0
100101,18900601,  630,    0
100101,18900602,   32,    0
100101,18900603,    0,    0
100101,18900604,    0,    0
100101,18900605,    0,    0
100101,18900606,    0,    0
100101,18900607,    0,    0
100101,18900608,  262,    0
100101,18900609,   38,    0
100101,18900610,    0,    0
100101,18900611,  201,    0
100101,18900612,    0,    0
100101,18900613,    0,    0
100101,18900614,   16,    0
100101,18900615,  338,    0
100101,18900616,    0,    0
100101,18900617,    0,    0
100101,18900618,   11,    0
100101,18900619,    0,    0
100101,18900620,    0,    0
100101,18900621,   27,    0
100101,18900622,    0,    0
100101,18900623,    0,    0
100101,18900624,    0,    0
100101,18900625,   14,    0
100101,18900626,    0,    0
100101,18900627,    0,    0
100101,18900628,    0,    0
100101,18900629,    0,    0
100101,18900630,   40,    0
100101,18900701,    0,    0
100101,18900702,   89,    0
100101,18900703,    0,    0
100101,18900704,    0,    0
100101,18900705,    0,    0
100101,18900706,    0,    0
100101,18900707,    0,    0
100101,18900708,    0,    0
100101,18900709,   27,    0
100101,18900710,   48,    0
100101,18900711,    0,    0
100101,18900712,    0,    0
100101,18900713,    0,    0
100101,18900714,    0,    0
100101,18900715,    0,    0
100101,18900716,    0,    0
100101,18900717,    0,    0
100101,18900718,    0,    0
100101,18900719,    0,    0
100101,18900720,  154,    0
100101,18900721,    0,    0
100101,18900722,   61,    0
100101,18900723,   30,    0
100101,18900724,   23,    0
100101,18900725,   25,    0
100101,18900726,    5,    0
100101,18900727,    0,    0
100101,18900728,   13,    0
100101,18900729,   77,    0
100101,18900730,  382,    0
100101,18900731,    4,    0
100101,18900801,    0,    0
100101,18900802,    0,    0
100101,18900803,    0,    0
100101,18900804,    0,    0
100101,18900805,    0,    0
100101,18900806,    0,    0
100101,18900807,    0,    0
100101,18900808,    0,    0
100101,18900809,    0,    0
100101,18900810,    0,    0
100101,18900811,    0,    0
100101,18900812,    0,    0
100101,18900813,    0,    0
100101,18900814,    0,    0
100101,18900815,  135,    0
100101,18900816,    0,    0
100101,18900817,    0,    0
100101,18900818,    5,    0
100101,18900819,   17,    0
100101,18900820,  310,    0
100101,18900821,    0,    0
100101,18900822,   20,    0
100101,18900823,    0,    0
100101,18900824,    0,    0
100101,18900825,    0,    0
100101,18900826,  144,    0
100101,18900827,    0,    0
100101,18900828,    0,    0
100101,18900829,    0,    0
100101,18900830,    0,    0
100101,18900831,    0,    0
100101,18900901,    0,    0
100101,18900902,    0,    0
100101,18900903,    0,    0
100101,18900904,  262,    0
100101,18900905,   20,    0
100101,18900906,    0,    0
100101,18900907,    0,    0
100101,18900908,    0,    0
100101,18900909,    3,    0
100101,18900910,   87,    0
100101,18900911,   30,    0
100101,18900912,  187,    0
100101,18900913,    0,    0
100101,18900914,   16,    0
100101,18900915,   55,    0
100101,18900916,    9,    0
100101,18900917,    0,    0
100101,18900918,    0,    0
100101,18900919,    0,    0
100101,18900920,   10,    0
100101,18900921,  109,    0
100101,18900922,    0,    0
100101,18900923,    0,    0
100101,18900924,    0,    0
100101,18900925,    0,    0
100101,18900926,   58,    0
100101,18900927,    0,    0
100101,18900928,  377,    0
100101,18900929,    0,    0
100101,18900930,    0,    0
100101,18901001,    3,    0
100101,18901002,    8,    0
100101,18901003,    8,    0
100101,18901004,    0,    0
100101,18901005,    0,    0
100101,18901006,    0,    0
100101,18901007,   19,    0
100101,18901008,    0,    0
100101,18901009,   72,    0
100101,18901010,    0,    0
100101,18901011,  145,    0
100101,18901012,  559,    0
100101,18901013,   93,    0
100101,18901014,    0,    0
100101,18901015,    0,    0
100101,18901016,    6,    0
100101,18901017,    0,    0
100101,18901018,    0,    0
100101,18901019,    0,    0
100101,18901020,   78,    0
100101,18901021,   49,    0
100101,18901022,    0,    0
100101,18901023,  322,    0
100101,18901024,    0,    0
100101,18901025,    0,    0
100101,18901026,    0,    0
100101,18901027,   91,    0
100101,18901028,    1,    0
100101,18901029,    3,    0
100101,18901030,   23,    0
100101,18901031,    0,    0
100101,18901101,    0,    0
100101,18901102,   94,    0
100101,18901103,   15,    0
100101,18901104,  150,    0
100101,18901105,  164,    0
100101,18901106,   12,    0
100101,18901107,    2,    0
100101,18901108,   41,    0
100101,18901109,    3,    0
100101,18901110,    3,    0
100101,18901111,  192,    0
100101,18901112,    0,    0
100101,18901113,    0,    0
100101,18901114,   97,    0
100101,18901115,   27,    0
100101,18901116,    0,    0
100101,18901117,   67,    0
100101,18901118,  142,    0
100101,18901119,   36,    0
100101,18901120,   10,    0
100101,18901121,    0,    0
100101,18901122,    0,    0
100101,18901123,    0,    0
100101,18901124,    0,    0
100101,18901125,    0,    0
100101,18901126,    0,    0
100101,18901127,    0,    0
100101,18901128,    0,    0
100101,18901129,    0,    0
100101,18901130,    0,    0
100101,18901201,    0,    0
100101,18901202,    0,    0
100101,18901203,    0,    0
100101,18901204,   13,    0
100101,18901205,    1,    0
100101,18901206,    1,    0
100101,18901207,    0,    0
100101,18901208,  116,    0
100101,18901209,   36,    0
100101,18901210,    0,    0
100101,18901211,    0,    0
100101,18901212,    0,    0
100101,18901213,  188,    0
100101,18901214,    0,    0
100101,18901215,   62,    0
100101,18901216,    0,    0
100101,18901217,   32,    0
100101,18901218,   21,    0
100101,18901219,    0,    0
100101,18901220,   80,    0
100101,18901221,   84,    0
100101,18901222,  107,    0
100101,18901223,  150,    0
100101,18901224,  154,    0
100101,18901225,  197,    0
100101,18901226,  148,    0
100101,18901227,  168,    0
100101,18901228,    0,    0
100101,18901229,   45,    0
100101,18901230,  251,    0
100101,18901231,    0,    0
100101,18910101,    0,    0
100101,18910102,    0,    0
100101,18910103,    0,    0
100101,18910104,    0,    0
100101,18910105,    0,    0
100101,18910106,    0,    0
100101,18910107,    0,    0
100101,18910108,   29,    0
100101,18910109,  434,    0
100101,18910110,   16,    0
100101,18910111,  374,    0
100101,18910112,   79,    0
100101,18910113,   79,    0
100101,18910114,    4,    0
100101,18910115,   11,    0
100101,18910116,    0,    0
100101,18910117,    0,    0
100101,18910118,    0,    0
100101,18910119,    0,    0
100101,18910120,    9,    0
100101,18910121,   36,    0
100101,18910122,    0,    0
100101,18910123,   64,    0
100101,18910124,   52,    0
100101,18910125,    0,    0
100101,18910126,    0,    0
100101,18910127,    0,    0
100101,18910128,    0,    0
100101,18910129,    0,    0
100101,18910130,   31,    0
100101,18910131,    0,    0
100101,18910201,    0,    0
100101,18910202,  277,    0
100101,18910203,  219,    0
100101,18910204,    0,    0
100101,18910205,  533,    0
100101,18910206,    0,    0
100101,18910207,    0,    0
100101,18910208,    0,    0
100101,18910209,  261,    0
100101,18910210,  198,    0
100101,18910211,  357,    0
100101,18910212,    0,    0
100101,18910213,  295,    0
100101,18910214,   57,    0
100101,18910215,   75,    0
100101,18910216,   13,    0
100101,18910217,    1,    0
100101,18910218,  229,    0
100101,18910219,   26,    0
100101,18910220,   35,    0
100101,18910221,    0,    0
100101,18910222,    0,    0
100101,18910223,   34,    0
100101,18910224,    0,    0
100101,18910225,   62,    0
100101,18910226,    0,    0
100101,18910227,   10,    0
100101,18910228,  318,    0
100101,18910301,   32,    0
100101,18910302,    0,    0
100101,18910303,    0,    0
100101,18910304,    0,    0
100101,18910305,    0,    0
100101,18910306,    0,    0
100101,18910307,    0,    0
100101,18910308,   15,    0
100101,18910309,   43,    0
100101,18910310,    0,    0
100101,18910311,    0,    0
100101,18910312,    0,    0
100101,18910313,   18,    0
100101,18910314,   25,    0
100101,18910315,   22,    0
100101,18910316,   20,    0
100101,18910317,    0,    0
100101,18910318,    0,    0
100101,18910319,    0,    0
100101,18910320,  136,    0
100101,18910321,   44,    0
100101,18910322,    0,    0
100101,18910323,    1,    0
100101,18910324,  344,    0
100101,18910325,    1,    0
100101,18910326,   62,    0
100101,18910327,    0,    0
100101,18910328,    0,    0
100101,18910329,    0,    0
100101,18910330,    0,    0
100101,18910331,    0,    0
100101,18910401,   11,    0
100101,18910402,    0,    0
100101,18910403,  246,    0
100101,18910404,  454,    0
100101,18910405,    0,    0
100101,18910406,   90,    0
100101,18910407,   63,    0
100101,18910408,    0,    0
100101,18910409,    1,    0
100101,18910410,    0,    0
100101,18910411,    0,    0
100101,18910412,    0,    0
100101,18910413,    7,    0
100101,18910414,  787,    0
100101,18910415,   16,    0
100101,18910416,  783,    0
100101,18910417,    0,    0
100101,18910418,    0,    0
100101,18910419,    0,    0
